feature,mean_importance
ACTIVE_AMT_CREDIT_SUM_OVERDUE_sum,0.0
ACTIVE_AMT_CREDIT_SUM_LIMIT_mean,0.0
ACTIVE_AMT_CREDIT_SUM_LIMIT_sum,0.0
ACTIVE_AMT_CREDIT_SUM_DEBT_mean,0.0
ACTIVE_AMT_CREDIT_SUM_DEBT_sum,0.0
ACTIVE_AMT_CREDIT_SUM_max,0.0
ALL_DAYS_CREDIT_max,0.0
ACTIVE_BB_STATUS_X_sum_sum,0.0
CLOSED_DAYS_CREDIT_min,0.0
CLOSED_DAYS_CREDIT_max,0.0
CLOSED_DAYS_CREDIT_mean,0.0
CLOSED_DAYS_CREDIT_UPDATE_max,0.0
CLOSED_DAYS_CREDIT_UPDATE_min,0.0
CLOSED_AMT_CREDIT_SUM_OVERDUE_max,0.0
CLOSED_AMT_CREDIT_SUM_OVERDUE_mean,0.0
CLOSED_AMT_CREDIT_SUM_OVERDUE_sum,0.0
CLOSED_AMT_CREDIT_SUM_LIMIT_mean,0.0
CLOSED_AMT_CREDIT_SUM_LIMIT_sum,0.0
CLOSED_AMT_CREDIT_SUM_DEBT_mean,0.0
CLOSED_AMT_CREDIT_SUM_DEBT_sum,0.0
CLOSED_AMT_CREDIT_SUM_max,0.0
CLOSED_AMT_CREDIT_SUM_mean,0.0
CLOSED_AMT_CREDIT_SUM_sum,0.0
ACTIVE_AMT_CREDIT_SUM_sum,0.0
CLOSED_CNT_CREDIT_PROLONG_mean,0.0
CLOSED_AMT_CREDIT_MAX_OVERDUE_sum,0.0
CLOSED_AMT_CREDIT_MAX_OVERDUE_mean,0.0
CLOSED_AMT_CREDIT_MAX_OVERDUE_max,0.0
CLOSED_DAYS_ENDDATE_FACT_mean,0.0
CLOSED_DAYS_ENDDATE_FACT_max,0.0
CLOSED_DAYS_ENDDATE_FACT_min,0.0
CLOSED_DAYS_CREDIT_ENDDATE_mean,0.0
CLOSED_DAYS_CREDIT_ENDDATE_max,0.0
CLOSED_DAYS_CREDIT_ENDDATE_min,0.0
CLOSED_CREDIT_DAY_OVERDUE_sum,0.0
CLOSED_CREDIT_DAY_OVERDUE_mean,0.0
CLOSED_CREDIT_DAY_OVERDUE_max,0.0
CLOSED_CNT_CREDIT_PROLONG_sum,0.0
ACTIVE_CNT_CREDIT_PROLONG_mean,0.0
ACTIVE_AMT_CREDIT_SUM_mean,0.0
ACTIVE_AMT_CREDIT_MAX_OVERDUE_sum,0.0
ALL_DAYS_CREDIT_UPDATE_mean,0.0
ALL_DAYS_CREDIT_UPDATE_max,0.0
ALL_DAYS_CREDIT_UPDATE_min,0.0
ALL_AMT_CREDIT_SUM_OVERDUE_max,0.0
ALL_AMT_CREDIT_SUM_OVERDUE_mean,0.0
ALL_AMT_CREDIT_SUM_OVERDUE_sum,0.0
ALL_AMT_CREDIT_SUM_LIMIT_mean,0.0
ALL_AMT_CREDIT_SUM_LIMIT_sum,0.0
ALL_AMT_CREDIT_SUM_DEBT_mean,0.0
ALL_AMT_CREDIT_SUM_DEBT_sum,0.0
ALL_AMT_CREDIT_SUM_max,0.0
ALL_AMT_CREDIT_SUM_mean,0.0
ALL_AMT_CREDIT_SUM_sum,0.0
ALL_CNT_CREDIT_PROLONG_mean,0.0
ALL_CNT_CREDIT_PROLONG_sum,0.0
ALL_AMT_CREDIT_MAX_OVERDUE_sum,0.0
ALL_AMT_CREDIT_MAX_OVERDUE_mean,0.0
ALL_AMT_CREDIT_MAX_OVERDUE_max,0.0
ALL_DAYS_ENDDATE_FACT_mean,0.0
ALL_DAYS_ENDDATE_FACT_max,0.0
ALL_DAYS_ENDDATE_FACT_min,0.0
ALL_DAYS_CREDIT_ENDDATE_mean,0.0
ALL_DAYS_CREDIT_ENDDATE_max,0.0
ALL_DAYS_CREDIT_ENDDATE_min,0.0
ALL_CREDIT_DAY_OVERDUE_sum,0.0
ALL_CREDIT_DAY_OVERDUE_mean,0.0
ALL_CREDIT_DAY_OVERDUE_max,0.0
ALL_AMT_ANNUITY_mean,0.0
ACTIVE_CNT_CREDIT_PROLONG_sum,0.0
ALL_AMT_ANNUITY_sum,0.0
ALL_BB_MONTHS_BALANCE_min_min,0.0
ACTIVE_AMT_CREDIT_MAX_OVERDUE_mean,0.0
ACTIVE_AMT_CREDIT_MAX_OVERDUE_max,0.0
ACTIVE_DAYS_ENDDATE_FACT_mean,0.0
ACTIVE_DAYS_ENDDATE_FACT_max,0.0
ACTIVE_DAYS_ENDDATE_FACT_min,0.0
ACTIVE_DAYS_CREDIT_ENDDATE_mean,0.0
ACTIVE_DAYS_CREDIT_ENDDATE_max,0.0
ACTIVE_DAYS_CREDIT_ENDDATE_min,0.0
ACTIVE_CREDIT_DAY_OVERDUE_sum,0.0
ACTIVE_CREDIT_DAY_OVERDUE_mean,0.0
ACTIVE_CREDIT_DAY_OVERDUE_max,0.0
ACTIVE_DAYS_CREDIT_mean,0.0
ACTIVE_DAYS_CREDIT_max,0.0
ACTIVE_DAYS_CREDIT_min,0.0
POS_CNT_INSTALMENT_FUTURE_MAX,0.0
ALL_BB_STATUS_X_sum_sum,0.0
ALL_BB_STATUS_C_sum_sum,0.0
ALL_BB_STATUS_5_sum_sum,0.0
ALL_BB_STATUS_4_sum_sum,0.0
ALL_BB_STATUS_3_sum_sum,0.0
ALL_BB_STATUS_2_sum_sum,0.0
ALL_BB_STATUS_1_sum_sum,0.0
ALL_BB_STATUS_0_sum_sum,0.0
ALL_BB_MONTHS_BALANCE_mean_mean,0.0
ALL_BB_MONTHS_BALANCE_max_max,0.0
ALL_AMT_ANNUITY_max,0.0
PREV_INST_DPD_MEAN_MEAN,0.0004540427217064158
DAYS_BIRTH,0.0020543639263575384
EXT_SOURCE_1,0.002095983627392428
EXT_SOURCE_2,0.015585035522357992
EXT_SOURCE_3,0.0265988089525917
